title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Kafka na selva,rap,Uno (PRT),2016,97,{},"[Verso 1]
Eu sou Kafka na selva em metamorfose modesta
Nem homem nem bicho, eu vim da fase de transição
Durmo como um deus aliviado pela criação que fiz
De consciência tranquila, seja qual for o fim
Mais um fantasma sensível ao toque, mas tira a selfie porque à noite eu quero masturbar-me um pouco
Diógenes estava certo, tudo isso é estar morto
Sou o único sincero rodeado de escritores
Cabrões com a certeza de que descobrem tudo hoje
E saber que não sou tão mau anda-me a pôr bem disposto
Se a vida custa tanto, então aproveita e morre
Soube que parece literal quando a mente passa fome
100% de inspiração, ouve a cidade para ser bicho
Já não é ser underground, é só mesmo individualismo
Sinto-me assim na selva e em casa desprotegido
Era só isto que Kafka não tinha percebido

[Refrão]
Mais uma vez o clássico estava errado
Continua a ser um clássico mas é bom ultrapassar
Depois deste álbum já só me encontras na selva
(Eu sei que custa, mas é mesmo para ir para a selva)
Mais uma vez o clássico estava errado
Continua a ser um clássico e foi bom ultrapassar
Depois deste álbum já só me encontras na selva
[Verso 2]
O embrião não está completo, ele sai quando quiser
Mas para a próxima ensinem-no só a pensar antes de nascer
Bater uma antes de foder. Por exemplo, em mim nada foi cedo
Sofri pouco e sou mimado, isso bate mal e fode sempre
Chego a pensar que tudo o que gravo podia ficar p’lo meu quarto
Do ponto de vista literário faltou crescer um bocado
Do ponto de vista musical ninguém abana o rabo
Obrigado por me ouvirem (Ya ya, muito obrigado)
A selva libertou-me, a lei favorece o mais fraco
Separei-me da Mariana quando civilizou demasiado
Não me encontro na corda bamba entre o génio e o queimado
Sou só isto e ser isto não envolve qualidade
Não posso dizer não? (Não!) Então?
Sigo esse caminho mesmo que seja contradição
Sou daqueles que encontram a sua versão de deus
O cabrão a mim disse: “Se queres acordar do coma faz um sinal e mexe os dedos”
Só por isso é que eu escrevo
Evito o despiste, mas aproveito tudo o que vem por acidente

[Refrão]
Mais uma vez o clássico ‘tava errado (A desafiar os clássicos?)
Mais uma vez o clássico ‘tava errado mas continua a ser um clássico
Mais uma vez o clássico ‘tava errado, ele levou-me ás cavalitas e agora eu ocupo o cargo",3134964,pt,pt,pt
O Saco,rap,Uno (PRT),2016,30,{},"Deixa-me simplificar
Eu vivo assim para decidir mais tarde
Eu não sei no que é que me vou tornar

Hoje acordei e enfiei um saco na cabeça
Não sufoquei pois era um bom saco de erva
Às vezes acontece o que queres que aconteça
E acabam-se os dramas que fazes nas tuas letras
O objectivo aqui é perceber o homem
Que mata o mosquito, e eu certifico-me de que eles o comem
Tu não és tu, és só um bocado de humanidade
E de facto parece mentira se não houver uma unidade
Quando ‘tiveres farto de ti, arranjas mais para pensar
E dás uma parte de ti a outro lado da guerra
Compreendo o mais nojento, a laia pode ser a mesma
Mas eles pensam nas palavras, e a minha palavra pensa
Que um dia vamos andar na rua nus
Entramos à pica numa nave que vai para outro mundo
E até lá como terrestre apenas cavo fundo e cago
Para quem tem medo deste buraco de profundidade
Deixa-me simplificar
Eu vivo assim para decidir mais tarde

Eu não sei no que é que me vou tornar
Acabo a vender o cu, ou vou ser um bicho raro!
Um tiro nos cornos pode ser uma solução
Se achas que é para teu bem, dou-te toda a liberdade
Eu fico cá, conforme a forma de me conformar
Sinto um dever a chamar-me e é mais urgente ainda
Sem visão para enriquecer, só quero uma vida
Aquelas que um gajo brinda",3134967,pt,pt,pt
Trip da tribo,rap,Uno (PRT),2016,32,{Catarina},"(Uno e Catarina): Não há trip quando ‘tás com a tribo. Tudo o que há é uma visita muito simples. Confirmar o que eu digo… O que é que dizes? (2X)

Estou sintonizado na positividade
Com um rasto de quem já esteve no outro lado
É não saber se fico ou não saber se bazo
Prever que intensifique, não fazer com que passe
Em cada debate eu gostava de ‘tar errado
Então reajo: Cabe a mim ser a verdade
Fumar uma sabe bem, mas digo-te por experiência própria
Ficar por aí vai-te por em paranóia
A manobra de marketing seduz
Mapas para calcular o máximo que fujo
Países divididos para o mundo não ser um
“Isso não fez sentido nenhum”
Ya, a solidão é que fez de ti maluco
Mas ninguém me passou a receita
Ao confirmar a surpresa, eu trouxe-te a desfeita
Nunca li livros, nunca vi filmes
‘Tou satisfeito porque sempre os escrevi e sempre os fiz
E para mim é um g’anda filme ir à rua
Avalio o perigo, leio da família o “Vai”
Completei a escola, agora isto quer trabalho
Quis vender-me a preço mínimo mas até nisso eu falho!
Não há segredos quando não entendes
Resolvi que vou ligar aos meus putos e enrolar este…
…
…
…
…
‘Tá-te a dar um impasse…
Não tem a ver com o fumo nem com a quantidade
‘Tás só a esperar um milagre
Na quasi-memória já te vês a liderar
Mas não há tempo para acumular a teu favor
Tudo demasiado rápido para poder mostrar amor
Quando descobres um caminho não vais atingir um todo
MOKUSO
Repouso para tirar sentido ao corpo
E o meu bisavô dizia que há tempo para tudo
Plantou isto tudo… Aconteceu bazar antes de ver o fruto
Mas o melhor que podes deixar neste mundo é mais simples
Trabalho a ser desenvolvido nas eras seguintes
(Uno e Catarina): Não há trip quando ‘tás com a tribo. Tudo o que há é uma visita muito simples. Confirmar o que eu digo… O que é que dizes? (2X)

“(…)Passou por muitas crises, mas nunca ‘teve tão preparado para enfrentar as soluções)
Rogério Colaço",3134969,pt,pt,pt
Fonte de azia,rap,Uno (PRT),2016,72,"{""Rott (Artist)""}","[Verso 1 :Rott]
Primeiro avança encara o Rott, agora check
O cheiro a ganza invade o spot, como o meu rap
Boxe lirical, Mohamed, soco na boca
Só que a palavra chega onde a mão não toca
Motherfucker tenta, como é que numa cabeça oca pouca merda entra?
Liberta a mente, fica atento, pensa
Bem-vindo à escola dos marados, olha para os dois lados
Porque o som vai-te apanhar como o Uno enrola charros

[Verso 2:Uno]
No espaço e tempo, bem sincronizados
Desfruto do charro e do beat rapidamente fabricados
A vida é uma e zero ficam cá
Vais morrer muito cedo, logo acende o pica já
Em forma nasce mais um estalo que a cabeça por si dá
Sem dar por isso ‘tou perto de mim, longe de me sacrificar
Sou carne viva a bafar deste splif na cidade
Nasci para ser espigado
Não fingir que não faço
[Refrão : Uno e Rott]
Fantasia
Agora ‘tão lá todos, mas antes ninguém queria
Eu bazei, peguei no que havia
Vim cá para baixo porque em cima não cabia
E tu tás seco
Numa fonte de azia

Rott: Então tu boy…
Uno: Sente a tua mente a unir
Rott: Pegados pelo crânio, eles ainda tentam fugir
Uno:
Podes vir, encontras-me num futuro próximo
Inverto a situação, traumatizo o episódio
Se for preciso, não hesito. Tu do nada não existes
A fumaça no quarto abafa a visão desses chibos
Sou um fóssil, sem ceder à anomalia
O beatmaker saca loops e sê bem vindo à fantasia
Mato só quem estraga tudo o que esta rima purifica
Mas para eles isto é uma fase, vêm e nunca ficam

[Verso 3: Rott]
Sou Rott mano, flow shotgun
Tóxico e narcótico, lógico, ‘tás ofegante
Humano-mutante
Ando a cuspir no beat com o feitio do mano
Pisas o meu spot e sais cocho
Roxo com pontos e cortes dentro da cabeça
Nem sabes como, fazes com que seja fácil emboscar-te num tom
Dedicado ao sub-som, no fundo sou
Tudo o que tu quiseres menos bom
Olha o caos , Rap Holocausto
Espalha brasas e com o fumo, ficas logo exausto
[Refrão : Uno e Rott]
Fantasia
Agora ‘tão lá todos, mas antes ninguém queria
Eu bazei, peguei no que havia
Vim cá para baixo porque em cima não cabia
E tu tás seco
Numa fonte de azia",3134970,pt,pt,pt
Os Meus 15,rap,Uno (PRT),2016,38,{},"Perco o bilhete, até a identidade
Era uma viagem de volta, a ida é quando nasço
Vi uma ilha, salto do barco
Alguém diz “fica aí, não comeces a nadar”
Eu vou lá. Não encontro claridade
Reconduzo Boaventura à aventura que há
Faço amigos imaginários, e isso é tão vulgar
Não sou ninguém para criar
Mas meti a cabeça dentro dela e vi um espaço, sem ninguém para citar
E admito que quando digo “tenho experiência nisso”
É um filme proibido…
“O que é que eu vou pensar? Ou vou ficar deprimido?
Se calhar não vale a pena o risco…”
Para mim é mesmo esse o princípio do que era muito bonito
Se antes não fosse ridículo
Pensava que ser ingénuo ainda tinha as suas vantagens
Agora como sei o que uns sorrisos trazem…
Essa magia não se fez, nem veio por acaso
Se um dia me falharem vou achar que foi sempre falso
Tomo e relaxo… Podia fingir que engolia e deitar fora. Mas já ‘tava sedado
Como um verdadeiro curado
Quem me dera ter visto a vida a andar para trás
Mas
-Não há electricidade
-Não me posso refugiar
Vai ter de ser enfrentado


Enquanto ‘tiver a pensar acho que não me vou lembrar de nada
Deixo as chaves dentro de casa

(‘Tava tudo bem…….)


Neste mundo não há nada que falta
Sou só um puto, e como tal tudo farta
Não tenho visão para o mapa
E tinha de fazer um álbum sem faixas gravadas
“Ah, os conflitos aparecem”
Nunca disse que não (este álbum contém todas as minhas negações, passadas e presentes)
Só quis simplificar o que não é fundo da questão
Até agora afirmei-me no momento de pegar no mic e fazer rap
Hoje foi o julgamento
Levar a consequência do que eu tenho dito
Mais fodido de ser tímido é quando o sou sozinho
E se achas que é duro ser escravo imagina o que é para mim
Fazer-te ver que tens que sair daí…
E foi assim a história dos meus 15
Aprendi com o meu radicalismo
Mas se calhar tu vais conseguir puto…
Percebe a minha falha e acredita em tudo
Enquanto ‘tiver a pensar acho que não me vou lembrar de nada
Deixo as chaves dentro de casa

Um dia um bocado de ego soou assim
Voltei ao prédio… ‘tive de traduzir o ruído do meu cérebro
Eu acredito mesmo que isto não tem nada de esquizofrénico",3134973,pt,pt,pt
Meio Caminho,rap,Uno (PRT),2016,118,"{Vácuo,""Benny Broker""}","[Letra de ""Meio Caminho""]
[Verso 1: Uno]
A javardar já vai dar para mim
Calha bem
Lá me mantenho antes de ir, paro o mundo a meio caminho
Perco o objeto, deixo cair
Ou vou ficar lá perto sem objetivo
Fica só na trip, microfone e weed
Beat não pode ser vendido, só te ensino, no fundo hip hop é isso
Logos
Sem raíz tipo Lego, acho que nunca fiz rap. Monto a peça com discurso
A meio do meio já tenho a ideia feita
Não reduzi o bass e o vizinho nem chateia
Pode ser à minha pala, o código bloqueia (falta de pro-atividade)
Logo o que eu trago na mão, CONSULTÓRIO RECEITA
E onde tu próprio te deitas, vê valor na sócia
Tipo a faixa, não foi. Dá-lhe mais amor na próxima
Não me armo, só vejo a estrela e é mais do que óbvio não andar aqui com os pés assentes na merda
Paciência
Acertam-me com meros acertes na regra
Mas tudo passa pelo meu exame de consciência
Outro loop e DOU. Tudo se repete
Afundo sem mudança forçada e a cabeça de árvore cresce
[Refrão :Uno, Benny B. e Vácuo]

Meio caminho, porque não vou andar muito nem pouco
Devagarinho, pois nem tudo tem troco
Sou um maluco meio louco
Sempre de um loop para o outro
Sei que assim não vou andar muito nem pouco
Só meio caminho

[Verso 2 : Vácuo]
Busco a verdade refundida num monte de palha
Cuspo o que bate na ferida, um gajo não esconde falhas
O mic é que se chiba, tudo o que lhe conto espalha
É um fight com o infinito, só o segundo é que ganha
Ponteiros giram como damas em dias de chuva
São canteiros que picam e reclamas que nem tinhas luvas
Toma esta a ver se é desta que mudas
Tenho escrito na testa: Não se aceitam desculpas
Neste ambiente condicionado, com o meu ar de inconsciente alucinado
Sirvo o tempo sabendo que é um vício nato
Faço um sacrifício e bazo. A meio caminho deixo um escarro
Para quem ficar para trás saber onde passo
Desliga as luzes mano, no escuro eu conduzo
Vamos ver o absurdo, anos passam como segundos
Quando captas o que cuspo, mas nem tudo é tão sujo
É mesmo assim, tens que ser justo e venha o seguinte
Nem metade do que penso é um quarto do que faço
Liberdade é um consenso, cada um com o seu espaço
Quero ser livre e viajar, ser mais um perdido achado
Na amizade eu vi a chave para nunca sair manchado
E se der merda sou o primeiro a assumi-la
Não fico à espera que carregues a mochila
Não sei se assimilas ou simulas
Se é meio caminho não confundas, porque as chances de chegar ao fim
Aqui são nulas
[Refrão : Uno, Benny B. e Vácuo]

Porque nem vou andar muito nem pouco
Devagarinho pois nem tudo tem troco
Sou um maluco meio louco, sempre de um loop para o outro
Sei que assim não vou andar muito nem pouco
Só meio caminho

[Verso 3 : Benny B]
Tiro a erva do saco vou colar esta cabeça com esta
Era metade, pois há uma cabeça que não presta
Adormeço no convés, confere
Ondas a bater (vou nessa) foda-se a fazer bro segue
‘Tou a ver que ‘tou cego
Nem te esticas pois sou entendido do assunto sem explicações
Sem dedicação nem dedicações ou dedicatória
Ya eu fiz a historia e oh tu ficas fora
Sim agora gira droga p’a sonhar acordado
Um gajo nada na almofada p’a acordar afogado
Nada vale nada tipo as rimas que pus de lado
E de levantar garrafas fico com o fígado musculado
E a marmita costurada, assim a custo de nada cuspo lagos lá na rua varias luas sinto me acostumado
Faz a tua
Não sou de me conter
Costumo 'tar fora de mim
Conteúdo vagueia consumo varias horas aqui sim
Mas veja se percebe, 'tou tanto tempo na lua que quando desço à rua sinto me um extra-terrestre
Evacua ou deixa-te quieto
Quando a mancha persegue não descansa nem recua só quando alcança sucesso
Ya e podes me encontrar a falar sozinho em quem mais posso eu confiar
Depois ya estalo pozinhos e vou fumar falo po vinho ouve la mal te ouvi
E 'tou cá malkovich larga os filmes ninguém te da ouvidos
Uno, Benny B. e Vácuo

Meio caminho, porque não vou andar muito nem pouco
Devagarinho, pois nem tudo tem troco
Sou um maluco meio louco
Sempre de um loop para o outro
Sei que assim não vou andar muito nem pouco
Só meio caminho",3134977,pt,pt,pt
Consultório,rap,Uno (PRT),2016,81,{},"[Verso 1]
Se a pátria guiasse o meu caminho eu ía à guerra por amor
Na bala da arma que atingisse o meu interior
Todos nós em conflito e em confronto
Prontos a dar o litro e acabá-lo a beber aos poucos
Somos frutos uns dos outros, por isso exijo tolerância
Já dizia o teu avô que levou nos cornos em criança
Como o mundo é 'tão pequeno fora da distância
Que separa o que dizemos da nossa ignorância
Vai-se tudo num segundo. Sim. Esse da decisão
Incisão no cérebro e mete o coração a falhar por completo
Ainda espero por uma melhor missão, caso contrário desisto ou compro uma passagem para o deserto, mas ainda não
Mantenho o estado de tranquilidade, mesmo que isso prove como posso ser tão cobarde
Atrás do último passo p'ra a profundidade
Na hipótese de te dar outra via antes de seres internado (Porque é que foste internado?)
Qual o propósito do teu obstáculo?
Descobre-o e vê como é bom ultrapassá-lo
É sinal que ainda vives bem leal aos instintos
E foge do progresso que é um mal primitivo
Pensava que era livre, mas agora temo, que isso perdoe a vontade de só olhares para ti mesmo
Sempre atento ao interesse até ficares interessado
Já mais honra tem o ladrão do que o burro que foi banhado
Tempo é curto para ficar
Convém não chegar atrasado, “Ao quê?” man, um gajo já nem sabe
Às vezes só queres um tempo para pensar, outras vezes dás por ti e já foi demasiado
Ainda no mesmo loop, sinto que tenho de viajar, praí uma vez por hora só para não me passar
E o que é que a vida de uma formiga vai ter menos do que a minha? Nada
Também ‘tou cá porque ‘tive sorte, e ganhei por mero acaso a corrida dos espermatozóides
É isto que eu sinto. Nada me envolve ao mito
Deus é um dos nossos, desprezado enquanto vive e idolatrado quando morre
E se 'tás sozinho sê bem vindo ao consultório
Nunca paraste aqui realmente, vais ser bem tratado",3134978,pt,pt,pt
Síndrome de déficit de atenção,rap,Uno (PRT),2016,87,{},"Quando souberes que a natureza intensifica o teu bem estar emocional
Já vai estar no seu final
E perdes tudo nessa base, vais ter um habitat quando fores mais animal
Não havia ninguém, quis continuar desta maneira
Impressão não foi justa com a pressão de ser primeira
E o ego sobrevive, claro que quero tentar de novo
Ou saber distinguir humildade de ‘tar a desistir de mim
‘Tava tudo bem, não era esse o objectivo
Consciência limpa não significou livre
E eu sempre senti o medo de ser cedo e ser sempre o momento errado
Só com 17 perdi a virgindade
Se bem que nunca fui o gajo que desse conselhos para o engate
E quando fazia sons de amor não dizia verdades
‘Tava preparado para tornar o caso genérico
Mas quando rimo não duvido de que posso amar a sério
A minha conclusão foi sempre óbvia: Ficar de parte
O ódio por conflito fez-me elogiar cobardes
Talvez alguém me agarre da próxima vez que falarmos
Espero que me convençam a passar para o vosso lado
Porque vocês querem ganhar e eu quero os argumentos
Ir pelo caminho certo e não perder mais tempo…
E perder-me
Não sou mestre de cerimónia alguma
Na festa onde eu vou sou maltratado pelo suga
O direito do artista a ser política de gente
Depois percebo o convite que recebo da JCP (compreendo perfeitamente)
Se calhar só vais em frente para seres do contratempo
Ou se calhar para além de vontade acho que também conta ser humano da vida real
Desliga-te um pouco por dia
Respeitando tudo e todos e não só se for família
Não percebi
Não perceber é a vontade de perguntar
Também leva o seu egotrip recusar-me a ‘tar parado
Vou contar a história do mercado:
Equilibrar um bem primário em função do seu gasto
Nem tudo é manipulado como andaste a conspirar
Podemos mandar tudo abaixo, só não ‘tamos inspirados
Quando quis resolver disseram-me que eu tinha síndrome de deficit de atenção até na rima!
Sou a minha única censura",3134980,pt,pt,pt
Tou na paz a procurar conflitos,rap,Uno (PRT),2016,80,{Ritinha},"Uno:
Aliado à sociedade de aluados, sinto mais uma temporada
O miocárdio tem ouvidos, daqui não sai nada
E assim durmo descansado numa cratera
Vocês vêem-me daí, eu também vejo a Terra
E tenho contacto quando me dá saudades
Mas não escrevo sobre amor se a escrever eu faço
Não há meta é só continuidade, para partir de onde queres chegar
Oferece comida e tecto quando te sentires desconfiado
Leva a família a casa, deixa-os na cama e sai
Na rua o Sol brilha para todos, mas não fica em todos o primeiro raio
Fico parvo mano, isto é lindo
Até o stress é bem vindo
“Faz-te um homem” Ya, mas antes gostava de fazer sentido
Acho que não é a segunda vez que penso desta vez
Queria aprender com os erros, são todos diferentes
Se eu ‘tiver duas faces e por acaso repares
Vem fazer com que esta junção chegue para as separar

Uno e Ritinha:
‘Tou na paz a procurar conflitos (Uno)
Conflito entre o meu ritmo e o desejo que não sinto (Ritinha)
‘Tou na paz a procurar conflitos
Olho para dentro, porque este é só comigo
‘Tou na paz a procurar conflitos (Uno)
Quando contemplo é fora do meu tempo (Ritinha)
‘Tou na paz a procurar, não sei se dá resultado
E o facto de andar meio frustrado mostra-me o caminho (Uno)
Contemplo recriações do momento
Deixa o desejo, não fiques de fora à janela
Entra, a porta está lá fora
Sê o ritmo do chamado tempo (Ritinha)
Uno:
Bem chill também me solto
E a dissonância serve para saber que arrisco sem nenhuma confiança
Combino com quem vem por acaso, passo horas sem contar
Ou querer saber da palavra, acho que consigo ver a vontade
Escolho o tipo de liberdade, e deixo-me levar
Olho para trás e acho que me queixei demais
Sujeito-objecto já não fazem uma relação
Aprendem um com o outro, e agora ensinam-me união em cima da pressão
‘Tou na paz a procurar
Não quero saber de mim e se quiser é por acaso
Autista ou autómato, é uma escolha a curto prazo
Cheio de visão para o futuro, só a memória é que não reage
Uno e Ritinha:
‘Tou na paz a procurar conflitos (Uno)
Conflito entre o meu ritmo e o desejo que não sinto (Ritinha)
‘Tou na paz a procurar conflitos
Olho para dentro, porque este é só comigo
‘Tou na paz a procurar conflitos (Uno)
Quando contemplo é fora do meu tempo (Ritinha)
‘Tou na paz a procurar, não sei se dá resultado
E o facto de andar meio frustrado mostra-me o caminho (Uno)
Contemplo recriações do momento
Deixa o desejo, não fiques de fora à janela
Entra, a porta está lá fora
Sê o ritmo do chamado tempo
Satisfação
Ser a melodia do momento
A criação
Se faço parte, estou em paz (Ritinha)",3134982,pt,pt,pt
Lei Intemporal,rap,Uno (PRT),2016,58,{},"Só ficaste dormente e quando não sentes nada só te resta sorte, sucesso e muita disciplina

Obedece à lei temporal, oferece-me a eterna
Como a batalha é curta consegues ‘tar mais alerta
Eles falam, evitam que vás por maus caminhos
Mas quem nunca peca não me tirou a primeira pedra
O people que gozou não me tirou a primeira pedra
Pode ‘tar tudo contra ti. Mas mano, tu faz na mesma
Atreve-te e percebe que és só o início
O pro arma-se em esperto quando não prevê prodígios
Bob, mantém a perna e deixa que o cancro suba
Pode ser que a notícia bombástica entretanto expluda
Há leis impercebíveis para quem as estuda
Ao nível sensível que a experiência nem ocupa
(Que experiência tão absurda), por isso o remédio é o que faço
Saber estar apaixonado só pela inutilidade
Já nem conto os dias, o crânio disse que já não queria
Assei completamente ou ganhei um objectivo para toda a vida
Bué sinistro mano
Tipo dizer no meio da avenida
Eles param-me a mim, ao JP e ao Pilha
Isto são dicas de engate à chungaria que me assalta
Desvantagem numérica é só lei temporária
Mil litras num balde que eu vim espalhar à malta
Mais vale ficarem zonzos do que despertos para a batalha
Porque não há diferença nenhuma entre nós
Percorram os ante passados e vamos dar a um sócio
Vim tornar mais limpa a alma do negócio
Sem a mentira que fode no amor ao próximo
Nada se transforma, repara que tudo se resolve
Quando a química é boa com o lado mais forte
Ya, o sítio onde ecoam
Prontos para lutar contra a causa natural da tua morte
E falta-te algo para a manobra
A promoção agora vale o skill da manobra
E para vosso bem sofram o mesmo que eu:
As voltas que a vida nunca deu
Era da luz ardeu com tudo e agora parece um duplo numa personalidade
Só tem fumo, muda o mood como quem quer gostar de tudo um pouco
Cheio de versatilidade segundo quem não se encontra

Então obedece à lei intemporal
A vossa figura é uma sobra
É mesmo esta a lei intemporal
E o que assombra é o facto de estar dependente de outra
Obedece à lei intemporal
Quando te apetece falar de tudo sem mudá-lo
Eu não tinha outra hipótese se não bazar
Encontrei-me nas portas da morte
Por sorte o trapalhão não chega lá",3134985,pt,pt,pt
Pipa Voada,pop,Biel,2016,101,{},"Eu to olhando você de cima embaixo
Analisando a medida pra ver se eu me encaixo
Eu quero ver se você é mesmo louca
Se pega fogo de jeito embaixo da roupa

Mas não se engana
Não sou pra casar
Se liga que eu vou te pegar
Cuidado não pode gamar
Aproveita não vou repetir
Novinha não vai se iludir

Eu sou da rua, pipa voada
Cheio de linha, liso
Mas te deixo apaixonada
Eu sou da rua, pipa voada
Cerol finin mas eu sei que você gosta assim",3135240,pt,pt,pt
Basta Ser Intenso,pop,Biel,2016,51,{},"Eu não quero e nunca quis algo perfeito
Todo mundo tem defeito, eu sei
Cada um tem sua mania, tem seu jeito
Cada um tem a sua própria lei

Mas eu não aceito que brinquem com meu coração
Ninguém tem direito de despertar no peito uma paixão
Principalmente sendo vão
Se não for pra me levar ao céu
Não me faça tirar meus pés do chão
Ou tô pedindo muito pro seu coração?

Basta ser intenso
Basta ser verdade
Que tenha sentimento
E sinceridade
Basta ser fiel
Basta ter calor
Que seja além da pele
Basta ser amor
Quem é que não gosta de um filme com pipoca
Na hora de ir embora aquele beijo em nossa porta
Me fala uma pessoa nesse mundo que não queira
Amar e ser amado fielmente a vida inteira
A pessoa quando ama ela almeja sempre mais
Não quer conhecer a sua cama, ela quer conhecer seus pais
Já que você prometeu cuidar do meu coração
Fecho os olhos e confio mas com uma condição

Basta ser intenso
Basta ser verdade
Que tenha sentimento
E sinceridade
Basta ser fiel
Basta ter calor
Que seja além da pele
Basta ser você, amor",3135241,pt,pt,pt
Cheio de Maldade,pop,Biel,2016,53,{},"Eu to chei de maldade
Pode ficar a vontade
Desse jeito a gente vai ate o amanhecer
Já ta tudo no esquema
Pode vim sem problema
O que agente fizer ninguém vai saber
Não precisa ter medo
Que eu vou guardar segredo

Feche os olhos, abra a boca
E sinta o meu sabor
Não tem ninguém olhando
Olha o clima esquentado
Só de olhar pra esse teu corpo me da um calor
E só me chamar que vou beija

Pare de gracinha
Fica quieta e me beija
Aproveita logo antes que alguém nos veja
Mas se quiser brincar de pique esconde
Se correr o bicho pega se ficar ele te beija
Para de gracinha
Fica quieta e me beija
Aproveita logo antes que alguém nos veja
Mas se quiser brincar de pique esconde
Se correr o bicho pega se ficar

Eu to chei de maldade
Pode ficar a vontade
Desse jeito a gente vai ate o amanhecer
Já ta tudo no esquema
Pode vim sem problema
O que agente fizer ninguém vai saber
Não precisa ter medo
Que eu vou guardar segredo

Feche os olhos, abra a boca
E sinta o meu sabor
Não tem ninguém olhando
Olha o clima esquentado
Só de olhar pra esse teu corpo me da um calor",3135243,pt,pt,pt
Feliz Demais,pop,Biel,2016,36,{},"Quem diria
Não tinha tempo a perder
A conquista e o prazer era
Tudo que eu mais queria
Uma, duas, três ou mais
Qual o nome? Tanto faz
Casa cheia, mente tão vazia

De repente aconteceu
O beijo que você me deu
Fez meu coração
Maior que a lua
Quem podia imaginar?
Você me fez apaixonar
E andar de mãos dadas pela rua

Foi só te ver
Tudo ficou pra trás
Te conhecer me fez feliz demais
Foi só te ver
Tudo ficou pra trás
Te conhecer me fez feliz demais
Se quer sair? Vambóra
Se quer me ver? Na hora
Eu já to pronto pra te encontrar
Cabelo cortado
Do jeito que você gosta
Sei que todo mundo duvida
E a gente aposta
Que a felicidade marcou hora pra chegar
Foi naquele beijo que fez meu mundo parar
Foi tipo a princesa quando beijou o sapo
E agora eu sou seu principe encantado

Foi só te ver
Tudo ficou pra trás
Te conhecer me fez feliz demais
Foi só te ver
Tudo ficou pra trás
Te conhecer me fez feliz demais

Deixa eu ficar
Quero ficar com você
Cê vai gostar e eu posso te surpreender
Pode falar que eu to aqui pra te entender
Então vem cá e deixa o resto acontecer
Deixa eu ficar
Quero ficar com você

Cê vai gostar e eu posso te surpreender
Pode falar que eu to aqui pra te entender
Eu e você
Eu e você
Foi só te ver
Tudo ficou pra trás
Te conhecer me fez feliz demais
Foi só te ver
Tudo ficou pra trás
Te conhecer me fez feliz demais
É, me fez feliz demais
Quem diria?
Eu quero tudo com você e mais nada
Poder jogar conversa fora até de madrugada
Eu quero tudo com você e mais nada
Roubar um beijo da tua boca sem hora marcada

Eu quero tudo com você e mais nada
Poder jogar conversa fora até de madrugada
Eu quero tudo com você e mais nada
Roubar um beijo da tua boca sem hora marcada",3135244,pt,pt,pt
Slowmotion,pop,Biel,2016,50,{},"Apaga a luz e aumenta o som
Pro nosso clima ficar mais gostoso
Quando eu quero ela quer
Quando peço ela dá em dobro
Eu quero e ela (vem, vem)
Eu chamo e ela (vem, vem)

Tira tudo, tira a blusa
Bem devagarinho
Chegou a hora (vem, vem)
Vai ser agora (vem, vem)
Mas só que tem que ser desse jeitinho
Rebolando assim em slow motion
A gente vai fazendo em slow motion
Tudo em slow motion

A gente se beijando
Se tocando
Se acariciando
Você rebolando devagar, quase parando
Provocando
Atiçando o meu lado ousado
Depois você não reclama
Nem me chamar de (safado)
Só toma cuidado
Por que assim vou acabar gostando
Viciando e depois te procurando
Teu corpo no meu corpo
É sempre bom à beça
Pra que ter tanta pressa
A noite só ta começando
Rebolando assim em slow motion
A gente vai fazendo em slow motion
Tudo em slow motion
Rebolando assim em slow motion
A gente vai fazendo em slow motion
Tudo em slow motion

Eu quero ela (vem, vem)
Eu chamo ela (vem, vem)
Tira tudo, tira a blusa
Bem devagarinho
Chegou a hora (vem, vem)
Vai ser agora (vem, vem)
Só que tem que ser desse jeitinho
Rebolando assim em slow motion
A gente vai fazendo em slow motion
Tudo em slow motion
Rebolando assim em slow motion
A gente vai fazendo em slow motion
Tudo em slow motion",3135246,pt,pt,pt
