id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price,discountedPrice,brandName,ageGroup,has_discount
50650,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Lounge Pants S-4801,549.0,549.0,Chromozome,Adults-Men,0
17197,Men,Apparel,Topwear,Sweaters,Green,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Green Sweater,1999.0,999.0,U.S. Polo Assn.,Adults-Men,1
34315,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Street Survival T-shirt,399.0,399.0,Myntra,Adults-Men,0
7412,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Ethnic,W Women V Neck Short Sleeve Pink Kurta,999.0,999.0,W,Adults-Women,0
19831,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Black Shirt,1899.0,1899.0,U.S. Polo Assn.,Adults-Men,0
46735,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch,6345.0,6345.0,Timex,Adults-Men,0
16045,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Highlander Men Check White Shirt,1169.0,584.0,HIGHLANDER,Adults-Men,1
49321,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Men Black Dial Watch ADH2643,3995.0,3995.0,ADIDAS Originals,Adults-Men,0
18583,Women,Accessories,Socks,Socks,Pink,Fall,2011.0,Casual,Puma Women Sneakers Pink  Striped Socks,299.0,299.0,Puma,Adults-Women,0
16419,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Levi's Men Stripes Green Tshirts,1599.0,1599.0,Levis,Adults-Men,0
12885,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Air Max Turbulence White Sports Shoes,6200.0,6200.0,Nike,Adults-Men,0
13957,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Tops,799.0,799.0,United Colors of Benetton,Adults-Women,0
34749,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Benecio Shoes,3499.0,3499.0,Puma,Adults-Men,0
28316,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes,3495.0,3495.0,Red Tape,Adults-Men,0
53489,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Sports,Amante White Sports Bra BCST22,895.0,492.0,Amante,Adults-Women,1
58061,Women,Accessories,Jewellery,Earrings,Sea Green,Fall,2012.0,Casual,Rreverie Sea Green Earrings,2295.0,2295.0,Rreverie,Adults-Women,0
5719,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Basics Men Green Academy Football League T-shirt,849.0,849.0,Basics,Adults-Men,0
57815,Women,Apparel,Topwear,Tops,Brown,Fall,2012.0,Casual,United Colors of Benetton Women Dark Brown Top,1499.0,1499.0,United Colors of Benetton,Adults-Women,0
41970,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Surfs Up Red T-shirt,499.0,249.0,Gini and Jony,Kids-Boys,1
38184,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016.0,Casual,Miami Blues Women Sunglasses,1437.0,1049.0,Miami Blues,Adults-Women,1
20947,Women,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,ADIDAS Women Vines Blue Flip Flops,599.0,599.0,ADIDAS,Adults-Women,0
57029,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Forever New Women Pink Top,1600.0,592.0,Forever New,Adults-Women,1
21895,Women,Apparel,Topwear,Kurtas,Olive,Fall,2011.0,Ethnic,BIBA Women Printed Olive Green Kurta,899.0,899.0,Biba,Adults-Women,0
39056,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Formal,Belmonte Men Silver Button Cover,1295.0,1295.0,Belmonte,Adults-Men,0
58253,Women,Accessories,Bags,Clutches,Olive,Summer,2010.0,Casual,Baggit Women Olive Purse,425.0,425.0,Baggit,Adults-Women,0
20349,Women,Apparel,Topwear,Tunics,Black,Fall,2011.0,Casual,Scullers For Her Women Solid Black Tunic,1499.0,1499.0,SCULLERS FOR HER,Adults-Women,0
59381,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Vishudh Women Brown Printed Kurta,499.0,499.0,Vishudh,Adults-Women,0
14940,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Status Quo Men Solid Black Shorts,1799.0,1799.0,Status Quo,Adults-Men,0
39264,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Chief Men Black Formal Shoes,2295.0,2295.0,Red Chief,Adults-Men,0
15892,Girls,Footwear,Shoes,Casual Shoes,Blue,Spring,2013.0,Casual,Warner Bros Tweety Girls Blue and White Casual Shoes,499.0,499.0,Warner Bros,Kids-Girls,0
19663,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women White Top,799.0,799.0,United Colors of Benetton,Adults-Women,0
46967,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Bulchee Women Black Handbag,3599.0,3599.0,BULCHEE,Adults-Women,0
8234,Women,Accessories,Bags,Handbags,Pink,Winter,2016.0,Casual,Fastrack Women Cross Body Hobo Hand Bag,995.0,696.0,Fastrack,Adults-Women,1
49113,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Deborah New Skin Compact Foundation 04,695.0,695.0,Deborah,Adults-Women,0
28918,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,Cabarelli Men Black Laptop Bag,1850.0,1424.0,CABARELLI,Adults-Men,1
13359,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Timberland Men Juniors Beige Casual Shoes,3790.0,3790.0,Timberland,Kids-Boys,0
26882,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jealous 21 Women Printed White T-shirt,799.0,799.0,Jealous 21,Adults-Women,0
31835,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Men White Dial Watch,5990.0,5990.0,Titan,Adults-Men,0
28124,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey MC Men White Pack of 2 Brief 8033,218.0,218.0,Jockey,Adults-Men,0
27950,Men,Apparel,Innerwear,Trunk,White,Summer,2016.0,Casual,Jockey CSM Men Comfort Stretch White Trunks CS04,210.0,210.0,Jockey,Adults-Men,0
47089,Boys,Footwear,Flip Flops,Flip Flops,Red,Winter,2013.0,Casual,Marvel Boys Red Flip Flop,299.0,239.0,Marvel,Kids-Boys,1
11856,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,Playboy Men Casual Red Slippers,399.0,219.0,Playboy,Adults-Men,1
44268,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Formal,Hidekraft Men Black Wallet,699.0,692.0,Hidekraft,Adults-Men,1
58637,Men,Accessories,Socks,Socks,Blue,Fall,2012.0,Casual,Fila Men Blue Soft Ankle Socks,129.0,129.0,FILA,Adults-Men,0
14518,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey White & Light Brown Striped Shirt,519.0,519.0,Mark Taylor,Adults-Men,0
39600,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Catwalk Women Black Wedges,1095.0,1095.0,Catwalk,Adults-Women,0
5973,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Highlander Men Black Checked Shirt,909.0,454.0,HIGHLANDER,Adults-Men,1
9782,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,ADIDAS Men M Basic White Shorts,899.0,899.0,ADIDAS,Adults-Men,0
27508,Women,Apparel,Innerwear,Bra,Black,Fall,2015.0,Casual,Jockey Black T-shirt Bra SS 15,549.0,549.0,Jockey,Adults-Women,0
34923,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Green Dupatta,390.0,390.0,Fabindia,Adults-Women,0
55128,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Lakme Truewear Color Crush Nail Polish 12,150.0,150.0,Lakme,Adults-Women,0
8650,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Sport Black Sunglasses,1499.0,974.0,Fastrack,Adults-Men,1
22846,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes,2795.0,2795.0,Woodland,Adults-Men,0
49577,Women,Footwear,Shoes,Flats,Pink,Winter,2015.0,Casual,Catwalk Women Pink Shoes,1295.0,1295.0,Catwalk,Adults-Women,0
43871,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Driving Power Lo Shoes,4499.0,4499.0,Puma,Adults-Men,0
28540,Men,Apparel,Topwear,Jackets,Red,Summer,2012.0,Sports,Nike Men Hurricane Vapor Red Jacket,5995.0,5995.0,Nike,Adults-Men,0
7618,Men,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,Wrangler Men Black Leather Wallet,895.0,805.0,Wrangler,Adults-Men,1
55914,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017.0,Casual,Colorbar Earthen Rose Nail Lacquer 68,110.0,88.0,Colorbar,Adults-Women,1
51588,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012.0,Casual,Wrangler Women Blue Jeggings,2295.0,2295.0,Wrangler,Adults-Women,0
29492,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Women Chronograph White Dial Watch,5450.0,5450.0,GIORDANO,Adults-Women,0
17993,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2009.0,Sports,Puma Women Essential Skinny Grey Track Pant,1699.0,1699.0,Puma,Adults-Women,0
2158,Men,Apparel,Topwear,Tshirts,Red,Spring,2011.0,Casual,Basics Men Red Polo T-shirt,699.0,699.0,Basics,Adults-Men,0
16841,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Women Funky Eyewear Brown Sunglasses,1950.0,1755.0,I DEE,Adults-Women,1
8462,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women Jealous Cailyn White Top White Tops,699.0,699.0,Jealous 21,Adults-Women,0
49745,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Formal,Park Avenue Men Red Tie,899.0,701.0,Park Avenue,Adults-Men,1
19035,Women,Footwear,Shoes,Heels,Red,Winter,2015.0,Casual,Catwalk Women Red Flats,1395.0,1395.0,Catwalk,Adults-Women,0
28772,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Aurelia Women Printed Red Kurti,450.0,450.0,AURELIA,Adults-Women,0
50668,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Fall,2018.0,Sports,Chromozome Men Navy Blue Fashion Lounge Pants S-5145,699.0,559.0,Chromozome,Adults-Men,1
2964,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Match Classic White & Green Shoe,3299.0,3299.0,Puma,Adults-Men,0
22248,Men,Footwear,Sandal,Sandals,Green,Fall,2012.0,Casual,ID Men Green Casual Sandals,1185.0,1185.0,ID,Adults-Men,0
19809,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Grey Sweaters,2499.0,2499.0,U.S. Polo Assn.,Adults-Men,0
45188,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A637,2795.0,2795.0,CASIO,Adults-Women,0
25851,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Diva Women Printed Maroon Kurta,799.0,799.0,DIVA,Adults-Women,0
33934,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White T-Shirt,2499.0,2499.0,ADIDAS,Adults-Men,0
11258,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Sports,Puma Women Black Essential Racerback Tank Top,1399.0,839.0,Puma,Adults-Women,1
41528,Men,Accessories,Belts,Belts,Tan,Summer,2012.0,Casual,Basics Men Tan Leather Belt,749.0,749.0,Basics,Adults-Men,0
52903,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Purple Printed Sari,2698.0,2698.0,FNF,Adults-Women,0
33108,Women,Footwear,Shoes,Heels,Yellow,Winter,2015.0,Casual,Catwalk Women Yellow Flats,750.0,750.0,Catwalk,Adults-Women,0
44866,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue Tech Graphic T-shirt,899.0,899.0,Puma,Adults-Men,0
59711,Women,Apparel,Innerwear,Briefs,Black,Summer,2012.0,Casual,Avirate Black Brief,900.0,450.0,Avirate,Adults-Women,1
4069,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Crocs Men's Tideline Canvas Chocolate Shoe,3999.0,3999.0,Crocs,Adults-Men,0
4855,Unisex,Footwear,Shoes,Casual Shoes,Pink,Summer,2012.0,Casual,Newfeel Unisex Pink Grey Shoes,599.0,599.0,Newfeel,Adults-Unisex,0
5987,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Highlander Men Black Striped Slim Fit Shirt,1039.0,519.0,HIGHLANDER,Adults-Men,1
24379,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Folklore Women Green Printed Kurta,599.0,599.0,Folklore,Adults-Women,0
48451,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,French Connection Men Black T-shirt,1299.0,1299.0,French Connection,Adults-Men,0
9776,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,ADIDAS Men Grey Track Pants,1799.0,1799.0,ADIDAS,Adults-Men,0
18321,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Wills Lifestyle Men Check Purple Shirt,1999.0,799.0,Wills Lifestyle,Adults-Men,1
49583,Women,Footwear,Shoes,Heels,Orange,Winter,2015.0,Casual,Catwalk Women Orange Flats,1595.0,1595.0,Catwalk,Adults-Women,0
43885,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Women Black Karmin Lace Shoes,4499.0,4499.0,Puma,Adults-Women,0
17369,Men,Accessories,Accessories,Accessory Gift Set,Purple,Fall,2011.0,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,1999.0,1499.0,Arrow,Adults-Men,1
47419,Women,Accessories,Bags,Handbags,Black,Fall,2012.0,Casual,Baggit Women Black Handbag,1775.0,1775.0,Baggit,Adults-Women,0
35039,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Fabindia Women Printed Pink Kurta,760.0,760.0,Fabindia,Adults-Women,0
42957,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,French Connection Men Black Belt,2299.0,1724.0,French Connection,Adults-Men,1
29466,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Giordano Men Silver Dial Watch,6250.0,6250.0,GIORDANO,Adults-Men,0
17967,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Girija Black Slipper,1499.0,1499.0,Puma,Adults-Men,0
30779,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,Fabindia Men Rust Khadi Kurta,430.0,430.0,Fabindia,Adults-Men,0
8496,Women,Apparel,Bottomwear,Skirts,Cream,Fall,2011.0,Casual,Forever New Women Cappuccino Cream Skirts,3000.0,3000.0,Forever New,Adults-Women,0
12429,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Casual Brown Casual Shoes,5990.0,5990.0,Timberland,Adults-Men,0
28786,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Denizen Men Striped Grey Shirt,1199.0,1199.0,Denizen,Adults-Men,0
3842,Women,Footwear,Shoes,Flats,Pink,Summer,2011.0,Casual,Crocs Women Lady Bubblegum Pink Sandal,1195.0,1195.0,Crocs,Adults-Women,0
16089,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,M tv Men My Fab Eyewear Black Sunglasses,1775.0,1331.0,MTV,Adults-Men,1
21439,Women,Accessories,Headwear,Caps,Purple,Summer,2012.0,Casual,Roxy Women Be Happy Purple Cap,1295.0,1295.0,roxy,Adults-Women,0
32812,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,iPanema Women Ritmos Black Flats,899.0,899.0,iPanema,Adults-Women,0
59523,Women,Accessories,Jewellery,Earrings,Silver,Summer,2015.0,Casual,Lucera Silver Earrings,3700.0,3700.0,Lucera,Adults-Women,0
53019,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green Sari,14200.0,14200.0,FNF,Adults-Women,0
5389,Unisex,Footwear,Shoes,Sports Shoes,Yellow,,2011.0,Sports,Kalenji Kapteren 200 Yellow Fw,2999.0,2999.0,Decathlon,Adults-Unisex,0
24977,Men,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Men Pink Printed T-shirt,1199.0,1199.0,United Colors of Benetton,Adults-Men,0
45940,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch,2295.0,2295.0,maxima,Adults-Men,0
25099,Women,Accessories,Belts,Belts,Red,Winter,2015.0,Casual,Lino Perros Women Red Belt,395.0,395.0,Lino Perros,Adults-Women,0
1729,Unisex,Footwear,Shoes,Casual Shoes,White,Spring,2011.0,Casual,Newfeel Unisex White Shoes,599.0,599.0,Newfeel,Adults-Unisex,0
53825,Women,Apparel,Apparel Set,Kurta Sets,Teal,Fall,2012.0,Ethnic,Ayaany Women Teal & Purple Embroidered Churidar Kurta with Dupatta,899.0,809.0,Ayaany,Adults-Women,1
44892,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Polo T-shirt,1299.0,1299.0,Puma,Adults-Men,0
26278,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Proline Men Green Polo T-shirt,699.0,559.0,Proline,Adults-Men,1
54658,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women White Dial Watch,1095.0,1095.0,Fastrack,Adults-Women,0
18577,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Puma Women Riddim Purple Tshirt,999.0,999.0,Puma,Adults-Women,0
6954,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,s.Oliver Women Striped Pink Top,1599.0,1599.0,s.Oliver,Adults-Women,0
48207,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Men Brown Sunglasses,3450.0,3105.0,United Colors of Benetton,Adults-Men,1
9120,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Cell Turin Perf Black Sports Shoes,4499.0,4499.0,Puma,Adults-Men,0
29230,Women,Footwear,Sandal,Sports Sandals,Grey,Summer,2012.0,Casual,Puma Women Grey Rio Fashion Sandals,1299.0,1299.0,Puma,Adults-Women,0
12871,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Formal,Lee Cooper Men Formal Black Shoes,2285.0,2285.0,Lee Cooper,Adults-Men,0
6168,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Lee Men's Guns Cardinal T-shirt,799.0,799.0,Lee,Adults-Men,0
56933,Women,Footwear,Shoes,Heels,Purple,Winter,2012.0,Casual,HM Women Purple Flats,1199.0,1199.0,HM,Adults-Women,0
41984,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Around The World White T-shirt,499.0,249.0,Gini and Jony,Kids-Boys,1
15268,Women,Footwear,Shoes,Casual Shoes,Purple,Fall,2011.0,Casual,ADIDAS Originals Women Rekapi Purple Casual Shoes,3499.0,3499.0,ADIDAS Originals,Adults-Women,0
59147,Women,Footwear,Shoes,Heels,Beige,Fall,2012.0,Casual,Tiptopp Women Beige Sandals,699.0,524.0,Tiptopp,Adults-Women,1
38170,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Miami Blues Women Sunglasses,915.0,713.0,Miami Blues,Adults-Women,1
37904,Unisex,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,2017.0,Casual,24 Unisex Gold Perfume,4500.0,4500.0,24,Adults-Unisex,0
1943,Unisex,Accessories,Bags,Duffel Bag,Grey,Summer,2011.0,Casual,Domyos Grey Duffle Duffle Bag,1199.0,1187.0,Domyos,Adults-Unisex,1
59375,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women White Printed Kurta,499.0,499.0,Vishudh,Adults-Women,0
38342,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Mr. Men Little Miss Girls White Top,499.0,499.0,Mr. Men Little Miss,Kids-Girls,0
40258,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White & Navy Blue Shirt,1999.0,1999.0,SCULLERS,Adults-Men,0
15866,Unisex,Footwear,Shoes,Casual Shoes,Brown,Spring,2013.0,Casual,Warner Bros Kids Unisex SD Silly Shoe Brown Casual Shoes,749.0,749.0,Warner Bros,Kids-Unisex,0
39290,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Shoes,3695.0,3695.0,Red Chief,Adults-Men,0
19697,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Shirt,2299.0,2299.0,United Colors of Benetton,Adults-Men,0
3628,Men,Footwear,Sandal,Sandals,Grey,Winter,2011.0,Casual,Puma Men Jiff  Grey Navy Sandal,2299.0,2299.0,Puma,Adults-Men,0
51924,Women,Accessories,Bags,Handbags,Off White,Summer,2016.0,Casual,Nyk Women Off White Sling Bag,1299.0,1299.0,Nyk,Adults-Women,0
48035,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Nautica Men Black Dial Chronograph Watch,11995.0,11995.0,Nautica,Adults-Men,0
27198,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Kids Girl Printed Blue Dress,599.0,599.0,Doodle,Kids-Girls,0
18745,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Arrow Woman Cola Purple Top,1499.0,1499.0,Arrow Woman,Adults-Women,0
7288,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Mickey Men's Big Happy Face Grey Heather T-shirt,649.0,649.0,Mickey,Adults-Men,0
26876,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Jealous 21 Women White Top,599.0,599.0,Jealous 21,Adults-Women,0
51118,Women,Free Items,Free Gifts,Free Gifts,Green,Summer,2012.0,Ethnic,Satya Paul Green Saree,7995.0,7995.0,Satya Paul,Adults-Women,0
29002,Men,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Cabarelli Men Black Backpack,995.0,766.0,CABARELLI,Adults-Men,1
48809,Men,Accessories,Jewellery,Pendant,Steel,Fall,2012.0,Casual,Revv Men Steel Pendant,1825.0,1825.0,Revv,Adults-Men,0
23538,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,Dunhill Fresh Men Perfume,3750.0,3750.0,dunhill,Adults-Men,0
30913,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Kurti,1030.0,1030.0,Fabindia,Adults-Women,0
4290,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Tantra Men's India Rocks Burgandy T-shirt,449.0,449.0,Tantra,Adults-Men,0
36445,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2013.0,Sports,Spinn Men Orbit Black Sports Shoes,1599.0,1599.0,Spinn,Adults-Men,0
52100,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Myntra Women Red Printed Kurta,699.0,699.0,Myntra,Adults-Women,0
14715,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Formal Shirt White Shirts,849.0,849.0,Indigo Nation,Adults-Men,0
5342,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Fila Men's Fitness Hiker Olive Black Yellow Shoe,2899.0,2899.0,FILA,Adults-Men,0
37597,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Madagascar3 Boys White Printed T-Shirt,399.0,399.0,Madagascar 3,Kids-Boys,0
11267,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Indigo Nation Men Black self structure Black Trousers,1499.0,1499.0,Indigo Nation,Adults-Men,0
41517,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Basics Men Sunglasses,1699.0,1699.0,Basics,Adults-Men,0
33137,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,1495.0,1495.0,Catwalk,Adults-Women,0
24180,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Unisex Chuck Taylor All Stars New York Black Casual Shoes,1699.0,1699.0,Converse,Adults-Unisex,0
44859,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Ferrari Polo T-shirt,2499.0,2499.0,Puma,Adults-Men,0
13530,Men,Accessories,Mufflers,Mufflers,Navy Blue,Fall,2011.0,Casual,Scullers Green Stripe Muffler,799.0,719.0,SCULLERS,Adults-Men,1
2167,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Probase Men Blue & White Shirt,1099.0,1099.0,Probase,Adults-Men,0
43240,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Reebok Men Grey Swift Sports Shoes,3599.0,3599.0,Reebok,Adults-Men,0
42392,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Flying Machine Women Black T-shirt,599.0,299.0,Flying Machine,Adults-Women,1
31660,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Indigo Nation Men Printed Black Shirt,1399.0,1399.0,Indigo Nation,Adults-Men,0
55325,Women,Personal Care,Hair,Hair Colour,Brown,Spring,2017.0,Casual,Revlon Colorsilk Luminista Golden Brown Hair Colour 120,400.0,400.0,Revlon,Adults-Women,0
50657,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Winter,2016.0,Sports,Chromozome Men Black Lounge Shorts,525.0,525.0,Chromozome,Adults-Men,0
17190,Men,Apparel,Topwear,Shirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Checks Navy Blue Shirt,1699.0,1699.0,U.S. Polo Assn.,Adults-Men,0
22277,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc.5 Women Gold Casual Heels,1290.0,1290.0,Inc 5,Adults-Women,0
16042,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt,1039.0,519.0,HIGHLANDER,Adults-Men,1
51785,Women,Apparel,Innerwear,Bra,Purple,Summer,2016.0,Casual,Bwitch Purple Bra,699.0,699.0,Bwitch,Adults-Women,0
3889,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Wrangler Men's Racing Big Print Red T-shirt,695.0,695.0,Wrangler,Adults-Men,0
46732,Boys,Apparel,Bottomwear,Shorts,Khaki,Summer,2012.0,Casual,Gini and Jony Boys Khaki Bermuda Shorts,499.0,249.0,Gini and Jony,Kids-Boys,1
